neighborhood,postal_town,locality,administrative_area_level_1,country,postal_code
Drummartin,Dublin 14,,County Dublin,Ireland,D14 W2T7
,,Dublin,County Dublin,Ireland,D12 RF22
Montenotte,,Cork,County Cork,Ireland,T23 V8Y7
,,Dublin,County Dublin,Ireland,D15 YTT8
Townparks,,Dundalk,County Louth,Ireland,A91 X3Y1
,,Waterford,County Waterford,Ireland,X91 K7DK
Kildare,,Kildare,County Kildare,Ireland,R51 F899
Mayfield,,Cork,County Cork,Ireland,T23 Y1R9
Milltown,,Termonfeckin,County Louth,Ireland,A92 C7W6
Rathfarnham,Dublin 6,,County Dublin,Ireland,D06 W951
,,Dublin,County Dublin,Ireland,
Nantinan,,Nauntinane,County Kerry,Ireland,
Oranhill,,Oranmore,County Galway,Ireland,H91 P8W2
Ballynaraha North,,Redacres,County Kilkenny,Ireland,
Cartronkeel,,Moate,County Westmeath,Ireland,N37 EY61
,,Dublin,County Dublin,Ireland,
,,Allenwood Enterprise Park,County Kildare,Ireland,
,,Mullingar,County Westmeath,Ireland,N91 R2N4
Kiltipper,Dublin 24,,County Dublin,Ireland,D24 HY60
Rathdown Lower,,Greystones,County Wicklow,Ireland,A63 Y762
Stillorgan,,Dublin,County Dublin,Ireland,A94 AV61
Santry,Dublin 9,,County Dublin,Ireland,D09 N622
Clonboy,,O'Briensbridge,County Clare,Ireland,V94 A5X7
Town-Plots,,Kinsale,County Cork,Ireland,
Stillorgan,,Dublin,County Dublin,Ireland,
Rathangan Demesne,,Acorn Business Park,County Kildare,Ireland,
Coolreagh,,Carrickmacross,County Monaghan,Ireland,A81 AW88
Conna,,Castlebrook,County Cork,Ireland,P51 KT54
Kilnabrack Lower,,Incheraigh,County Kerry,Ireland,
Dublin Docklands,,Dublin,County Dublin,Ireland,
Saint Catherine's,Dublin 8,,County Dublin,Ireland,D08 F6T1
Whitehall,Dublin 12,,County Dublin,Ireland,D12 XR57
Centre,,Cork,County Cork,Ireland,T12 V4X6
Lougheask Demesne,,Lough Eske,County Donegal,Ireland,
,Dublin 7,,County Dublin,Ireland,D07 A0Y8
Ross,,Monument Park,County Clare,Ireland,
Castleland,,Balbriggan,County Dublin,Ireland,K32 X224
,,Galway,County Galway,Ireland,H91 HK4X
Stapolin,Dublin 13,,County Dublin,Ireland,D13 X2N4
,,Galway,County Galway,Ireland,H91 P60F
Dublin Docklands,Dublin 1,,County Dublin,Ireland,D01 RX64
Johnstown,,Navan,County Meath,Ireland,C15 WYX6
,,Carrick-On-Suir,County Tipperary,Ireland,
,,Swords,County Dublin,Ireland,K67 V210
Kildare,,Kildare,County Kildare,Ireland,R51 EY88
Balreask Old,,Navan,County Meath,Ireland,C15 PA8P
Mayfield,,Cork,County Cork,Ireland,
Dardistown,,Kilbride,County Meath,Ireland,D15 WK16
Ballintemple,,Cork,County Cork,Ireland,T12 PP3F
Stamullin,,Stamullin,County Meath,Ireland,K32 A379
Whitehall,Dublin 9,,County Dublin,Ireland,D09 FX52
Tymon North,Dublin 24,,County Dublin,Ireland,D24 X4W9
Cum,,Lahardaun,County Mayo,Ireland,
Charterschool Land,,Kilkenny,County Kilkenny,Ireland,R95 K3H6
Walkinstown,Dublin 12,,County Dublin,Ireland,D12 A5Y2
Dún Laoghaire,,Dublin,County Dublin,Ireland,A96 HR59
Tivoli,,Cork,County Cork,Ireland,T23 Y6TD
Skevanish,,Dundaniel,County Cork,Ireland,
Blackcastle,,Navan,County Meath,Ireland,C15 YFE4
,Dublin 6W,,County Dublin,Ireland,D6W KD60
Staigue,,Liss Upper,County Kerry,Ireland,
Farranboley,Dublin 14,,County Dublin,Ireland,D14 EK79
,Dublin 11,,County Dublin,Ireland,D11 K5X4
Huntstown,,Clonee,County Dublin,Ireland,D15 F4E4
Tinhalla,,Retagh,County Waterford,Ireland,
Betaghstown,,Bettystown,County Meath,Ireland,A92 K098
Garryleagh,,Lissahane,County Cork,Ireland,
Dún Laoghaire,,Dublin,County Dublin,Ireland,
Passage East,,The Gap,County Waterford,Ireland,
Ballybough,Dublin 3,,County Dublin,Ireland,D03 DW08
Walkinstown,,Dublin,County Dublin,Ireland,D12 X2P5
,,Clonmel,County Tipperary,Ireland,E91 F9K8
,,Limerick,County Limerick,Ireland,V94 Y5DA
Stereame,,Nenagh,County Tipperary,Ireland,
Brideswell Commons,Dublin 22,,County Dublin,Ireland,D22 T6Y5
Bushelloaf,Dublin 22,,County Dublin,Ireland,D22 NX77
Glengarriff,,Newtownshandrum,County Cork,Ireland,P56 WP27
Kilmore,,Culmore,County Mayo,Ireland,
,,Turloughmore,County Galway,Ireland,H65 AE73
,,Dublin,County Dublin,Ireland,
Mountashton,,Monkstown,County Dublin,Ireland,A94 X3X7
Kingswood,Dublin 24,,County Dublin,Ireland,D24 CK3V
Shesheraghmore,,Borrisokane,County Tipperary,Ireland,E45 VX77
Townparks,,Castlepollard,County Westmeath,Ireland,N91 A2P4
Clogheder,,Balbriggan,County Dublin,Ireland,K32 NY16
,,Galway,County Galway,Ireland,H91 TVY9
Town Parks,,,County Cork,Ireland,
Killyfinla,,Ballyjamesduff,County Cavan,Ireland,A82 H9T3
Carlow,,Carlow,County Carlow,Ireland,R93 K2K4
Rossbrien,,Limerick,County Limerick,Ireland,V94 Y7EF
Town Lot,,Tipperary,County Tipperary,Ireland,E34 X583
Garvagh,,Gorvagh,County Leitrim,Ireland,
Cloonbalt,,Clonbalt Wood,County Longford,Ireland,N39 V2C3
Killynann,,Gleann Aenghus,County Wexford,Ireland,
Douglas,,Cork,County Cork,Ireland,T12 TV0D
Carrigtohill,,Fota Rock,County Cork,Ireland,T45 TX61
,,Dublin,County Dublin,Ireland,
Hansfield,,Dublin,County Dublin,Ireland,D15 F658
,Dublin 18,,County Dublin,Ireland,D18 AP23
Kilgobbin,,Dublin,County Dublin,Ireland,
Ronanstown,,Lucan,County Dublin,Ireland,K78 XH22
Thurles Townparks,,Thurles,County Tipperary,Ireland,E41 DT73
Yellow Walls,,Malahide,County Dublin,Ireland,K36 DV70
,,Coolaney,County Sligo,Ireland,F56 CY65
Tankardstown,,Balbriggan,County Dublin,Ireland,
Ballon,,Ballon,County Carlow,Ireland,R93 HX45
,Dublin 1,,County Dublin,Ireland,D01 RP74
Meenadreen,,Laghill,County Donegal,Ireland,
Kilcoursey,,Clara,County Offaly,Ireland,R35 YV63
,Dublin 16,,County Dublin,Ireland,D16 W981
,,Dublin,County Dublin,Ireland,
Mullantine,,Rathangan,County Kildare,Ireland,R51 TC61
Gouldavoher,,Limerick,County Limerick,Ireland,V94 KP5Y
Bray Commons,,Bray,County Wicklow,Ireland,A98 X370
Cornacreeve,,,County Monaghan,Ireland,
,,Dublin,County Dublin,Ireland,D07 T280
Knappagh More,,Sligo,County Sligo,Ireland,F91 C3K6
Longwood,,Longwood,County Meath,Ireland,A83 Y381
Fosterstown North,,Swords,County Dublin,Ireland,
Cherry Orchard,Dublin 10,,County Dublin,Ireland,D10 DK61
Kincullia,,Willowbrook,County Galway,Ireland,
,,Carrigaline,County Cork,Ireland,P43 KV70
Cloghnart,,Cloughnart,County Monaghan,Ireland,
Rathnaneane,,Newcastle West,County Limerick,Ireland,V42 ER83
,,Dublin,County Dublin,Ireland,D07 Y4C9
Treanlaur,,Middle Third,County Galway,Ireland,
Shandon,,Cork,County Cork,Ireland,T23 HYR2
Tahilla,,Tahilla,County Kerry,Ireland,
Clogheder,,Balbriggan,County Dublin,Ireland,K32 A522
Mountanville,Dublin 14,,County Dublin,Ireland,D14 V6X9
,,Kilkenny,County Kilkenny,Ireland,R95 E9N9
,Dublin 7,,County Dublin,Ireland,D07 V20H
Townparks,,Carrick-On-Shannon,County Leitrim,Ireland,
Moneyduff,,Oranmore,County Galway,Ireland,H91 ECD8
Botanic,Dublin 9,,County Dublin,Ireland,D09 W1H2
,,Kilkenny,County Kilkenny,Ireland,R95 X5Y9
Brideswell Commons,Dublin 22,,County Dublin,Ireland,D22 A8X2
Castleview,,Little Island,County Cork,Ireland,T45 H281
Townparks,,Carrick-On-Shannon,County Leitrim,Ireland,N41 N5X4
Kilgarvan,,Cobh,County Cork,Ireland,P24 XE33
Grange Rath,,Drogheda,County Meath,Ireland,A92 CD0H
Treanbaun,,Riverstick,County Galway,Ireland,
Marsh North,,Dundalk,County Louth,Ireland,A91 F8CT
Drummond Otra,,Carrickmacross,County Monaghan,Ireland,A81 XP92
Hartstown,Dublin 15,,County Dublin,Ireland,D15 AP64
Knockaphunta,,Castlebar,County Mayo,Ireland,F23 KN92
Coolier,,Lackagh,County Kildare,Ireland,
Carrigrohane,,Ballincollig,County Cork,Ireland,P31 FF86
Mount Merrion,,Blackrock,County Dublin,Ireland,A94 YX86
Clontarf,,Dublin,County Dublin,Ireland,D03 N974
Cahernamart,,Westport,County Mayo,Ireland,F28 KN24
Gortnaskeagh,,The Old Forge,County Kerry,Ireland,
Dún Laoghaire,,Dublin,County Dublin,Ireland,A96 PF88
Ballybrone,,Waterview,County Galway,Ireland,
,,Clane,County Kildare,Ireland,
Abbeyquarter North,,Sligo,County Sligo,Ireland,F91 TA4E
Scalpwilliam,,Killiney,County Dublin,Ireland,A96 XA56
Gortboy,,Newcastle West,County Limerick,Ireland,V42 E045
Kilmore,Dublin 5,,County Dublin,Ireland,D05 WD36
Castletowndelvin,,Delvin,County Westmeath,Ireland,N91 NR58
Meakstown,Dublin 11,,County Dublin,Ireland,D11 T638
Cornerpark,,Newcastle,County Dublin,Ireland,D22 Y8K5
Farrannabox,,Tuam,County Galway,Ireland,H54 VW26
Townparks,,Wexford,County Wexford,Ireland,Y35 CD62
Rathvilly,,Rathvilly,County Carlow,Ireland,R93 D436
,Dublin 7,,County Dublin,Ireland,D07 YT02
,,Dublin,County Dublin,Ireland,D12 X3H6
,,Castlegar,County Galway,Ireland,H91 AXD7
Greenhills,,Stranorlar,County Donegal,Ireland,F93 WC9K
Barnhall,,Leixlip,County Kildare,Ireland,W23 DE62
Pembroke,,Passage West,County Cork,Ireland,T12 DRW7
Moorfield,,Newbridge,County Kildare,Ireland,W12 D342
,,Dublin,County Dublin,Ireland,
Belmount,,,County Kilkenny,Ireland,
Priorland,,Dundalk,County Louth,Ireland,A91 K2K3
Gortnaskehy,,Bushfield Cross,County Tipperary,Ireland,
Townparks,,Kells,County Meath,Ireland,A82 V3Y7
Baurela,,Kilcotty,County Wexford,Ireland,
,,Dublin,County Dublin,Ireland,
,,Dublin,County Dublin,Ireland,
Friarsinch,,Kilkenny,County Kilkenny,Ireland,R95 FPP6
Demesne,,Castlerea,County Roscommon,Ireland,
Keshcarrigan,,Keshcarrigan,County Leitrim,Ireland,N41 TE84
Cornerpark,,Newcastle,County Dublin,Ireland,D22 C9N1
Decies,Dublin 10,,County Dublin,Ireland,D10 Y193
,Dublin 5,,County Dublin,Ireland,D05 E7T2
Killegland,,Ashbourne,County Meath,Ireland,
Clonsilla,,Dublin,County Dublin,Ireland,D15 K0T2
Bishopstown,,Cork,County Cork,Ireland,
Oldbawn,Dublin 24,,County Dublin,Ireland,D24 K5FV
Portobello,Dublin 8,,County Dublin,Ireland,D08 K1W0
,,Waterford,County Waterford,Ireland,
,,Monasterevin,County Kildare,Ireland,W34 AH79
Park,,Kilcormac,County Offaly,Ireland,R42 T291
Saint James' (part of Phoenix Park),Dublin 8,,County Dublin,Ireland,D08 H3K8
Moneybeg,,Muine Bheag,County Carlow,Ireland,R21 CY66
,Dublin 18,,County Dublin,Ireland,
Gibraltar,Dublin 22,,County Dublin,Ireland,D22 C8P4
,,Limerick,County Limerick,Ireland,V94 XH2H
Ballyroan,Dublin 16,,County Dublin,Ireland,D16 Y9F2
Lackenavea (Egremont),,Upper Lacken,County Tipperary,Ireland,
Cabra East,,Dublin,County Dublin,Ireland,D07 E3X5
Fosterstown North,,Swords,County Dublin,Ireland,
,,Drogheda,County Louth,Ireland,A92 W6X4
Tankardstown,,Balbriggan,County Dublin,Ireland,K32 K338
Carrigtohill,,Castlelake,County Cork,Ireland,T45 VW60
,,Roscam,County Galway,Ireland,H91 WR3R
Pennefatherslot,,Kilkenny,County Kilkenny,Ireland,R95 E3PA
Kilmactrasna,,Carrickmacross,County Monaghan,Ireland,A81 VW94
Ratoath,,Ratoath,County Meath,Ireland,A85 NC59
Pennefatherslot,,Kilkenny,County Kilkenny,Ireland,
Saint James' (part of Phoenix Park),Dublin 8,,County Dublin,Ireland,D08 Y96D
Coolnahely,,Coolnahiley,County Offaly,Ireland,
,,Dublin,County Dublin,Ireland,
Clonbulloge,,Clonbulloge,County Offaly,Ireland,R45 KX36
Cooper's-Lot,,Áras Na Rí,County Tipperary,Ireland,E25 VY33
,,Cork,County Cork,Ireland,T12 W0YE
Ahnagurra,,Griston Cross,County Limerick,Ireland,
Clogherboy,,Navan,County Meath,Ireland,C15 A2P0
Orchardstown West,,Caherclough,County Tipperary,Ireland,
,,Glendarragh,County Limerick,Ireland,
Maulnaskehy,,Clonakilty,County Cork,Ireland,
Clondulane South,,Clondulane,County Cork,Ireland,P61 R229
,,Portlaoise,County Laois,Ireland,
Ballsbridge,Dublin 4,,County Dublin,Ireland,D04 X9V4
Kilcoursey,,Kilbride Gardens,County Offaly,Ireland,R35 FK61
,,Portlaoise,County Laois,Ireland,
,,Dublin,County Dublin,Ireland,D18 R202
Robswalls,,Malahide,County Dublin,Ireland,K36 K235
,,Salthill,County Galway,Ireland,H91 EN8E
Ballycasey More,,Shannon,County Clare,Ireland,V14 TX04
,Dublin 3,,County Dublin,Ireland,D03 TY20
,,Waterford,County Kilkenny,Ireland,X91 PPX7
Maynooth,,Maynooth,County Kildare,Ireland,W23 VW14
Coolkirky,,Coolkirka,County Cork,Ireland,
Ranelagh,Dublin 4,,County Dublin,Ireland,D04 YX34
Blackpool,,Cork,County Cork,Ireland,T23 P5P7
,,Fiddane Upper,County Cork,Ireland,
Charlesland,,Greystones,County Wicklow,Ireland,A63 DF70
,Dublin 8,,County Dublin,Ireland,D08 X28F
Deansrath,Dublin 22,,County Dublin,Ireland,D22 K6Y3
Mooncoin,,Mooncoin,County Kilkenny,Ireland,X91 N5H6
Carrowcrin,,Newtowngore,County Mayo,Ireland,
Porterstown,,Dublin,County Dublin,Ireland,D15 W7DK
,Dublin 5,,County Dublin,Ireland,D05 C8P5
Knocklyon,Dublin 16,,County Dublin,Ireland,D16 Y3C6
Rathmines,Dublin 6,,County Dublin,Ireland,D06 E6H3
,,Galway,County Galway,Ireland,H91 P83P
Murphystown,Dublin 18,,County Dublin,Ireland,D18 Y0F6
,,Kilcock,County Kildare,Ireland,W23 F898
,,Limerick,County Limerick,Ireland,V94 V40K
Clare,,Claremorris,County Mayo,Ireland,F12 K2E7
,,Dublin,County Dublin,Ireland,
Snugborough,Dublin 15,,County Dublin,Ireland,D15 V00N
,,Dublin,County Dublin,Ireland,D16 X6R0
Rathdown Lower,,Greystones,County Wicklow,Ireland,A63 NY06
,,Galway,County Galway,Ireland,H91 NC5E
,Dublin 4,,County Dublin,Ireland,D04 P9C7
,,Trim,County Meath,Ireland,C15 T9F9
Gouldavoher,,Limerick,County Limerick,Ireland,V94 K2CY
Clontarf,Dublin 3,,County Dublin,Ireland,D03 NY99
Mountrivers,,Mountrivers Bridge,County Clare,Ireland,
Churchtown Upper,Dublin 14,,County Dublin,Ireland,D14 HY61
Acres,,Ballinameen,County Roscommon,Ireland,F52 C425
Newtown,,Leixlip,County Kildare,Ireland,W23 F9C8
Dough,,Kilkee,County Clare,Ireland,V15 YW62
Castleplunket,,Castleplunket,County Roscommon,Ireland,
Newtown,,Tramore,County Waterford,Ireland,X91 NX03
Coolpeach,,,County Wexford,Ireland,
Chambersland,,New Ross,County Wexford,Ireland,Y34 TH98
,,Billypark,County Mayo,Ireland,
Carrowmore,,Knock,County Mayo,Ireland,F12 V0Y1
Townparks,,Swords,County Dublin,Ireland,
,,Galway,County Galway,Ireland,H91 W67R
Ballybough,Dublin 3,,County Dublin,Ireland,D03 ET88
Abbeyland,,Clane,County Kildare,Ireland,W91 FY07
Ballymakegoge,,Oyster Hall,County Kerry,Ireland,
Ballycullenbeg,,Mountmellick,County Laois,Ireland,R32 Y5D8
Ballintemple,,Cork,County Cork,Ireland,T12 VK52
,Dublin 6W,,County Dublin,Ireland,D6W X868
Deerpark,,Boyle,County Roscommon,Ireland,F52 K579
Johnstown,,Dublin,County Dublin,Ireland,
Chanterland,,Elphin,County Roscommon,Ireland,F45 YF24
Churchfield,,Castletown,County Laois,Ireland,
,,Monaghan,County Monaghan,Ireland,
Rath,Swords,,County Dublin,Ireland,K67 CD37
,,Dublin,County Dublin,Ireland,
Barnahask,,Curracloe,County Wexford,Ireland,
Greenbatter,,Drogheda,County Louth,Ireland,A92 E08D
Coolvoy,,Doochary,County Donegal,Ireland,
,,Cork,County Cork,Ireland,T12 PPW2
Cloonbrane,,Newtown Sandes,County Kerry,Ireland,V31 HC61
Quanstown,,Piercestown,County Wexford,Ireland,Y35 X205
Knockmullen,,Knockmullen,County Wexford,Ireland,Y25 X9W2
Kerrymount,Dublin 18,,County Dublin,Ireland,
Gorey corporation lands,,Gorey,County Wexford,Ireland,Y25 WP59
Rossreagh,,Rathmelton,County Donegal,Ireland,
Buckandhounds,,Dublin,County Dublin,Ireland,
,,Dublin,County Dublin,Ireland,
Milleenduff,,Milleen,County Cork,Ireland,
Ballyfireen,,Grenagh,County Cork,Ireland,T23 PV27
Ballybofey,,Ballybofey,County Donegal,Ireland,
Cloughleigh,,Ennis,County Clare,Ireland,V95 REP3
Drumfinn,Dublin 10,,County Dublin,Ireland,D10 NP98
Hilltown,,Whitecross,County Wexford,Ireland,
,Dublin 15,,County Dublin,Ireland,
Mountanville,Dublin 14,,County Dublin,Ireland,D14 AT18
Clondalkin,Dublin 22,,County Dublin,Ireland,D22 F544
Parkstown,,Ballivor,County Meath,Ireland,C15 KTR9
,,Dublin,County Dublin,Ireland,D04 X6F9
Milltown,,Convoy,County Donegal,Ireland,F93 RX9D
Park North,,Midleton,County Cork,Ireland,P25 D230
Ballintine,,Muchwood,County Kildare,Ireland,
Stamullin,,Stamullin,County Meath,Ireland,K32 AH96
,,Dublin,County Dublin,Ireland,
Ballsbridge,Dublin 4,,County Dublin,Ireland,D04 Y5N9
Saint Catherine's,Dublin 8,,County Dublin,Ireland,D08 XP2C
Grangemockler,,Carrick-On-Suir,County Tipperary,Ireland,E32 YX85
Killacloran,,Aughrim,County Wicklow,Ireland,Y14 FX00
Ballymun,Dublin 11,,County Dublin,Ireland,D11 DX27
,,Dublin,County Dublin,Ireland,
Bree,,Castleblayney,County Monaghan,Ireland,A75 DX02
,,Dublin,County Dublin,Ireland,D11 Y18E
Stapolin,,Dublin,County Dublin,Ireland,D13 W61F
Kiltipper,,Dublin,County Dublin,Ireland,D24 TR53
Montenotte,,Cork,County Cork,Ireland,
Malahide,,Malahide,County Dublin,Ireland,
Nafarty,,Carrickmacross,County Monaghan,Ireland,A81 XT67
,Dublin 7,,County Dublin,Ireland,D07 P9Y2
Castaheany,,Clonee,County Dublin,Ireland,D15 YK8A
Killarney,,Bray,County Wicklow,Ireland,A98 W9N4
Kilcruttin,,Tullamore,County Offaly,Ireland,R35 FT95
Rosetown,,Rosslare,County Wexford,Ireland,Y35 D250
Finnstown,,Lucan,County Dublin,Ireland,
Charlesland,,Greystones,County Wicklow,Ireland,A63 EC43
Lathaleere,,Baltinglass,County Wicklow,Ireland,W91 PX85
Hayestown Great,,Forestry Road,County Wexford,Ireland,
Cratloe,,Cratloe,County Clare,Ireland,
Pallaspark,,Blue Ball,County Offaly,Ireland,
Ruaunmore,,Ruanmore,County Wexford,Ireland,
,Dublin 4,,County Dublin,Ireland,D04 R585
Glasnevin,Dublin 11,,County Dublin,Ireland,D11 N6R3
,,Carrigaline,County Cork,Ireland,P43 PC65
Buzzardstown,Dublin 15,,County Dublin,Ireland,D15 A2C6
Ballymun,Dublin 11,,County Dublin,Ireland,
,,Galway,County Galway,Ireland,H91 E3TT
Irishtown,,New Ross,County Wexford,Ireland,Y34 PV27
Stillorgan,,Dublin,County Dublin,Ireland,A94 W950
Tallaght,,Dublin,County Dublin,Ireland,D24 FDP1
Hollystown,,Dublin,County Dublin,Ireland,D15 NY07
Corballis Upper,,Rathdrum,County Wicklow,Ireland,A67 D620
,,Cork,County Cork,Ireland,T12 W0YE
Charlesland,,Greystones,County Wicklow,Ireland,A63 W289
Spafield,,Cashel,County Tipperary,Ireland,E25 V521
,,Galway,County Galway,Ireland,
,,Limerick,County Limerick,Ireland,V94 DTH9
,,,County Tipperary,Ireland,E45 NY70
,,Lucan,County Dublin,Ireland,K78 DH61
Tivoli,,Cork,County Cork,Ireland,
Clogheen,,The Lower Road,County Cork,Ireland,
Togher,,Cork,County Cork,Ireland,
Portobello,Dublin 8,,County Dublin,Ireland,D08 C9X9
Gortnaclohy,,Skibbereen,County Cork,Ireland,P81 XW28
Cappahard,,Ennis,County Clare,Ireland,
Saint James' (part of Phoenix Park),Dublin 8,,County Dublin,Ireland,D08 N7Y7
,,Dublin,County Dublin,Ireland,D14 EY00
Stillorgan,,Dublin,County Dublin,Ireland,A94 YX26
,,Enniscorthy,County Wexford,Ireland,Y21 HD59
Deanscurragh,,Longford,County Longford,Ireland,N39 KR89
,Dublin 7,,County Dublin,Ireland,D07 V9F2
Stamullin,,Stamullin,County Meath,Ireland,K32 FW01
Outlands,,Swords,County Dublin,Ireland,K67 HW25
Newtownrathganley,,Rathganley,County Meath,Ireland,
,,Waterford,County Waterford,Ireland,X91 TP8A
,,Dublin,County Dublin,Ireland,D11 RX44
Kylemore,Dublin 10,,County Dublin,Ireland,D10 VA89
Hacketstown Upper,,Hacketstown,County Carlow,Ireland,
Fosterstown North,,Swords,County Dublin,Ireland,
Saint James' (part of Phoenix Park),Dublin 8,,County Dublin,Ireland,D08 N7Y7
Kilbelin,,Newbridge,County Kildare,Ireland,W12 A250
Killarney,,Bray,County Wicklow,Ireland,A98 R3H4
Rathmines,Dublin 6,,County Dublin,Ireland,D06 E6X5
Parknacross,,Ardamine,County Wexford,Ireland,Y25 W657
Windmill Lands,,Swords,County Dublin,Ireland,K67 T0A6
Rhebogue,,Limerick,County Limerick,Ireland,V94 W4CY
,,,County Tipperary,Ireland,E34 N564
Rowlagh,Dublin 22,,County Dublin,Ireland,D22 F8C1
Abbeyland,,Clane,County Kildare,Ireland,
,,Dublin,County Dublin,Ireland,
,,Cork,County Cork,Ireland,T23 DET8
Maulbaun,,Passage West,County Cork,Ireland,T12 NY73
,,Galway,County Galway,Ireland,H91 WFD4
,,Tramore,County Waterford,Ireland,
Newtownbarry,,Bunclody,County Wexford,Ireland,Y21 WD52
,,Galway,County Galway,Ireland,
Noan,,Noan East,County Tipperary,Ireland,
Carpenterstown,,Dublin,County Dublin,Ireland,D15 E62C
Tymon North,Dublin 24,,County Dublin,Ireland,
Longwood,,Longwood,County Meath,Ireland,A83 HX39
Mill Lands,,Gorey,County Wexford,Ireland,
,,Dublin,County Dublin,Ireland,
Ballug,,Ballinamara,County Louth,Ireland,
,,Kildare,County Kildare,Ireland,R51 XY94
,,Dublin,County Dublin,Ireland,
Pallaspark,,Blue Ball,County Offaly,Ireland,
Friarland,Dublin 14,,County Dublin,Ireland,D14 C832
Clontarf,Dublin 3,,County Dublin,Ireland,D03 C962
Dún Laoghaire,,Dublin,County Dublin,Ireland,
Ballybatter,,Navan,County Meath,Ireland,C15 V0PA
Kilmoney,,Carrigaline,County Cork,Ireland,P43 ET67
,Dublin 6W,,County Dublin,Ireland,D6W A339
,,Dublin,County Dublin,Ireland,D05 T9N1
,,Dublin,County Dublin,Ireland,
Kanturk,,Kanturk,County Cork,Ireland,P51 Y7X3
Cabra West,Dublin 7,,County Dublin,Ireland,D07 N4X0
,,Dublin,County Dublin,Ireland,D07 Y270
Stillorgan,,Dublin,County Dublin,Ireland,A94 HF82
Stillorgan,,Blackrock,County Dublin,Ireland,A94 E8C5
Walkinstown,Dublin 12,,County Dublin,Ireland,D12 YN62
,Dublin 18,,County Dublin,Ireland,D18 EW99
Kilmahuddrick,Dublin 22,,County Dublin,Ireland,D22 KD96
,,Kinnegad,County Westmeath,Ireland,N91 X778
Ballsbridge,,Dublin,County Dublin,Ireland,D04 HK22
,,Sheep's Bridge,County Waterford,Ireland,
,,Mullingar,County Westmeath,Ireland,N91 P5T8
Roevehagh,,,County Galway,Ireland,H91 PNY2
Newport,,Newport,County Mayo,Ireland,F28 R682
Killhill,,,County Kildare,Ireland,W91 HK25
,,Dublin,County Dublin,Ireland,
Moneyatta Commons,,Saggart,County Dublin,Ireland,
Bailis,,Johnstown Wood,County Meath,Ireland,C15 EE6H
North City,Dublin 1,,County Dublin,Ireland,D01 VW82
The Glen,,Cork,County Cork,Ireland,T23 KX9A
,,Waterford,County Waterford,Ireland,X91 XEW2
Kilmainham,Dublin 8,,County Dublin,Ireland,
Cornamaddy,,Athlone,County Westmeath,Ireland,N37 V1D1
,,Mallow,County Cork,Ireland,P51 N7CW
,,Dublin,County Dublin,Ireland,D13 H422
Portobello,Dublin 8,,County Dublin,Ireland,D08 HPX6
Glebe,,,County Dublin,Ireland,
Castlelands,,Mallow,County Cork,Ireland,
,Dublin 12,,County Dublin,Ireland,
Ramstown Lower,,Guaire,Contae Loch Garman,Ireland,Y25 VW82
Cooldross Upper,,Kilcoole,County Wicklow,Ireland,A63 Y962
Thomastown,,Sallynoggin,County Dublin,Ireland,A96 WN66
,Dublin 3,,County Dublin,Ireland,D03 TD70
Drumcondra,Dublin 3,,County Dublin,Ireland,D03 TR76
Roseberry,,Newbridge,County Kildare,Ireland,W12 YK77
Curraghanuddy,,Kylebeg Upper,County Tipperary,Ireland,
Fostersholding,,Trim,County Meath,Ireland,C15 AY22
Schollarstown,Dublin 16,,County Dublin,Ireland,D16 P9X4
Gully,,Bandon,County Cork,Ireland,
Mullingar,,Mullingar,County Westmeath,Ireland,
Rathmines,Dublin 6,,County Dublin,Ireland,D06 W2Y2
,,Cork,County Cork,Ireland,T12 A6RP
,,Ballybane,County Galway,Ireland,H91 HN7F
Ballycullen,Dublin 16,,County Dublin,Ireland,
,Dublin 18,,County Dublin,Ireland,
,,Limerick,County Limerick,Ireland,
Gortagoulane,,Spur Hill,County Cork,Ireland,
Ballydonarea,,Kilcoole,County Wicklow,Ireland,
Manorcunningham,,Na Hínséan,County Donegal,Ireland,F92 YV74
